,NOMBRE_DE_,X_Coord,Y_Coord,ID,HOM TOT,HP TOT,HOM CM,HP CM,HOM PM,HP PM,HOMICIDIOS,HURTOS MOT,geometry
83,LA CUCHILLA DE VILLATE,919552.071,1704149.356,84,0,18,0,0,0,0,0,0,"POLYGON ((919925.2690879786 1704302.851300611, 919918.6658753285 1704285.517867404, 919899.3808541389 1704251.7690803222, 919854.784242638 1704193.9140167534, 919781.2600993528 1704111.9526766979, 919768.001647285 1704097.4889108057, 919740.2794293249 1704068.5613790213, 919725.3602943065 1704048.6691989969, 919718.5837804867 1704039.6338472369, 919680.0137381075 1703982.9840974926, 919666.7552860397 1703963.699076303, 919607.6949086466 1703996.2425495605, 919602.8736533492 1703999.8584910335, 919579.9726906866 1704016.7328845744, 919552.2504727266 1704039.6338472369, 919545.0185897805 1704037.2232195882, 919525.733568591 1704020.3488260475, 919506.4485474013 1704002.2691186822, 919473.905074144 1703958.8778210056, 919407.6128138049 1703982.9840974926, 919356.9896331822 1703926.3343477482, 919319.6249046274 1703954.0565657082, 919273.8229793023 1703996.2425495605, 919209.9413466117 1704032.401964291, 919182.2191286518 1704044.4551025343, 919177.5046687992 1704050.6428310908, 919184.3936834645 1704069.013536865, 919204.3682425546 1704104.6823923828, 919218.6357847617 1704120.3766888108, 919255.7313945005 1704151.7652816665, 919275.7059535906 1704163.1793154322, 919327.0691055364 1704197.4214167295, 919349.8971730679 1704210.262204716, 919385.5660285859 1704228.8100095855, 919431.2221636488 1704248.7845686753, 919459.7572480632 1704260.1986024412, 919485.4388240362 1704277.3196530899, 919508.2668915676 1704297.29421218, 919539.6554844235 1704325.8292965943, 919551.151714865 1704342.6314795474, 919553.17573701 1704342.029743234, 919563.8883470229 1704348.2787657415, 919572.6251563437 1704344.6384285246, 919599.4027221146 1704344.6384285246, 919651.5485080894 1704334.7730095563, 919675.5073827264 1704330.5449728556, 919734.6998965356 1704326.316936155, 919778.389609109 1704323.4982450213, 919834.7634317845 1704320.6795538873, 919865.769034256 1704322.0888994543, 919888.3185633261 1704319.2702083206, 919913.68678353 1704310.8141349193, 919925.2690879786 1704302.851300611))"
84,VILLATE,920025.369,1704002.713,85,1,32,0,0,0,1,0,1,"POLYGON ((920305.2684774637 1704117.2905133346, 920205.5144909172 1703942.1597202336, 920152.6417265505 1703850.6491665218, 920070.6211561867 1703710.332984164, 920017.74839182 1703622.8895661728, 920000.8254002207 1703585.789161513, 920000.124137031 1703584.251776828, 919967.5870512669 1703601.876031617, 919904.5464475988 1703635.7688292877, 919868.6200820677 1703662.8830674246, 919882.8550570895 1703678.4737543534, 919972.6709709176 1703765.9171723444, 920023.5101674241 1703854.038446289, 920047.9129817472 1703903.5219308885, 919966.6380529322 1703939.7194388013, 919892.3450404374 1703968.4605312264, 919837.0319946384 1703999.913047465, 919827.2708689091 1704000.9976169905, 919805.037193637 1704011.843312245, 919787.6840812294 1704020.5198684488, 919757.3161345163 1704032.9924179919, 919732.0998930489 1704045.9733594998, 919725.3602943065 1704048.6691989969, 919740.2794293249 1704068.5613790213, 919768.001647285 1704097.4889108057, 919781.2600993528 1704111.9526766979, 919854.784242638 1704193.9140167534, 919899.3808541389 1704251.7690803222, 919918.6658753285 1704285.517867404, 919925.2690879786 1704302.851300611, 919936.2363126002 1704295.3113336836, 919979.9260251737 1704271.3524590465, 919998.2475175433 1704260.0776945113, 919999.4593054104 1704263.3941665685, 920009.6414796696 1704252.286340104, 920054.9652329624 1704229.6244634576, 920109.1019382842 1704206.9625868113, 920173.3105887823 1704184.3007101647, 920189.6774996936 1704178.0057444298, 920238.7782324273 1704150.3078951952, 920291.6559446022 1704125.1280322548, 920305.2684774637 1704117.2905133346))"
85,LA CEIBA,920333.624,1703799.883,86,3,111,0,2,0,2,0,4,"POLYGON ((920676.7433494052 1704138.9831309565, 920669.5101615788 1704115.6761924045, 920664.2186060301 1704091.3350368808, 920633.5275838481 1703999.2619703347, 920622.9444727509 1703971.745881482, 920608.1281172148 1703944.2297926291, 920584.8452728009 1703898.722414911, 920572.674695039 1703868.031392729, 920547.2752284057 1703815.115837243, 920540.0760034637 1703804.716956771, 920537.7504284182 1703801.3577928164, 920493.3013618097 1703746.3256151108, 920439.3274952138 1703674.3604596495, 920361.0124730943 1703547.3631264826, 920374.7705175206 1703531.4884598367, 920391.7034952763 1703523.021970959, 920328.2048286928 1703462.6982377048, 920277.405895426 1703407.666059999, 920229.7818954885 1703358.9837489517, 920178.9829622217 1703307.1265045754, 920177.3922031433 1703309.9501019395, 920136.6505178327 1703382.2665933657, 920096.4346956633 1703455.2900599367, 920062.568740152 1703507.147304313, 920046.6940735062 1703532.5467709466, 920006.4782513367 1703576.9958375548, 920000.8254002207 1703585.789161513, 920017.74839182 1703622.8895661728, 920070.6211561867 1703710.332984164, 920152.6417265505 1703850.6491665218, 920205.5144909172 1703942.1597202336, 920305.2684774637 1704117.2905133346, 920333.2027184538 1704101.2071624615, 920373.4904991585 1704081.063272109, 920470.4329714791 1704253.545333251, 920538.4186014181 1704215.7755388403, 920600.1092656222 1704179.2647375767, 920670.6128818553 1704140.235950019, 920671.7070226115 1704141.7403935587, 920674.7680203982 1704137.1488968786, 920676.7433494052 1704138.9831309565))"
86,CEVILLAR,920972.722,1703838.292,87,2,162,0,6,0,5,0,11,"POLYGON ((921146.152373701 1704155.3161360542, 921173.015033316 1704123.8219834021, 921221.6965878091 1704064.9512663407, 921265.8496256053 1704014.0054534988, 921317.9275676212 1703957.398994786, 921375.1000909213 1703886.0748568075, 921422.6495162402 1703835.1290439658, 921302.6438237686 1703727.5767724111, 921250.5658817526 1703682.2916054407, 921178.1096146001 1703617.7602425078, 921047.6317272665 1703503.4151959075, 921016.4981749743 1703470.8664821475, 920961.4110630986 1703424.042437053, 920959.8917162613 1703422.7509922413, 920873.5668667239 1703526.0577793927, 920753.2781419588 1703663.3284417717, 920675.4442612283 1703756.7290986483, 920664.1229694857 1703770.8807133266, 920651.3865162752 1703779.3716821335, 920641.4803860005 1703783.6171665369, 920611.7619951761 1703790.6929738761, 920587.7042502231 1703789.2778124083, 920557.9858593987 1703793.5232968119, 920540.0760034637 1703804.716956771, 920547.2752284057 1703815.115837243, 920572.674695039 1703868.031392729, 920584.8452728009 1703898.722414911, 920608.1281172148 1703944.2297926291, 920622.9444727509 1703971.745881482, 920633.5275838481 1703999.2619703347, 920664.2186060301 1704091.3350368808, 920669.5101615788 1704115.6761924045, 920676.7433494052 1704138.9831309565, 920687.758984515 1704149.211934987, 920726.7318768651 1704159.419121079, 920754.5696571154 1704158.4911950706, 920778.6957333322 1704147.3560829705, 920798.1821795073 1704132.509266837, 920821.3803297159 1704110.2390426367, 920833.4433678243 1704098.1760045283, 920852.0018879911 1704094.464300495, 920896.5423363914 1704087.0408924283, 920932.7314507167 1704084.2571144032, 920946.6503408417 1704082.4012623867, 920974.488121092 1704064.7706682282, 920992.1187152504 1704054.5634821365, 921122.9562824264 1704140.860600912, 921146.152373701 1704155.3161360542))"
87,SAN JOSE,921813.049,1703919.805,88,1,267,0,7,0,6,0,13,"POLYGON ((922365.5587610796 1703957.9557799674, 922361.302947413 1703953.6999663007, 922328.6073320674 1703870.7932273888, 922368.3091507013 1703859.1162219082, 922323.9365298752 1703758.6939747755, 922300.5825189141 1703736.5076643624, 922271.3900052127 1703713.1536534014, 922249.2036947997 1703689.7996424402, 922236.3589887711 1703673.4518347674, 922230.5204860308 1703664.110230383, 922202.4956728775 1703629.0792139412, 922173.3031591761 1703588.2096947595, 922156.9553515033 1703566.0233843464, 922132.4336399941 1703552.0109777697, 922107.911928485 1703541.5016728372, 922097.590793092 1703524.2997805153, 922096.5268481416 1703522.5265389313, 922052.7380775894 1703531.2842930418, 922023.545563888 1703502.0917793403, 921997.2723015569 1703472.899265639, 921950.5642796346 1703420.3527409765, 921921.3717659332 1703385.321724535, 921918.5080394011 1703386.6039901464, 921872.4743054835 1703407.2161098109, 921809.7104010256 1703433.4893721421, 921752.784999308 1703456.8433831031, 921698.7788489604 1703477.2781426942, 921622.8783133368 1703509.3899077657, 921582.0087941549 1703529.8246673567, 921491.5120016807 1703563.3960581133, 921444.8039797584 1703582.3711920192, 921405.3940862616 1703493.33402523, 921384.9593266706 1703503.5514050254, 921363.0649413946 1703509.3899077657, 921339.7109304335 1703507.9302820805, 921304.6799139918 1703499.1725279703, 921259.4315177547 1703480.1973940644, 921182.0713564461 1703453.9241317331, 921130.9844574687 1703430.570120772, 921103.2515694523 1703420.3527409765, 921081.3571841763 1703402.8372327557, 921068.2205530107 1703385.321724535, 921062.3820502704 1703363.4273392588, 921060.9224245854 1703350.2907080932, 921056.5435475302 1703348.831082408, 921041.9472906796 1703347.3714567232, 921024.4317824587 1703354.6695851483, 921001.0777714975 1703373.6447190545, 920990.3371260113 1703388.2910538085, 920985.0218889618 1703395.5391043304, 920963.1275036858 1703418.8931152914, 920961.4110630986 1703424.042437053, 921016.4981749743 1703470.8664821475, 921047.6317272665 1703503.4151959075, 921178.1096146001 1703617.7602425078, 921250.5658817526 1703682.2916054407, 921302.6438237686 1703727.5767724111, 921422.6495162402 1703835.1290439658, 921375.1000909213 1703886.0748568075, 921317.9275676212 1703957.398994786, 921265.8496256053 1704014.0054534988, 921221.6965878091 1704064.9512663407, 921173.015033316 1704123.8219834021, 921146.152373701 1704155.3161360542, 921186.9831770018 1704180.7614192707, 921211.5732162228 1704190.040679354, 921275.6001107984 1704208.599199521, 921334.0594493238 1704216.0226075875, 921437.9871622578 1704224.3739416627, 921517.7887989751 1704229.0135717043, 921546.5545052337 1704229.0135717043, 921575.7841744963 1704232.7252757377, 921657.4416632303 1704274.4819461128, 921768.7927842311 1704327.3737285882, 921831.8917527982 1704356.1394348468, 921853.23405099 1704367.2745469469, 921857.8572831373 1704371.8977790943, 921861.278170623 1704368.030688893, 921898.1383079108 1704389.2531921798, 921938.3493667702 1704409.3587216097, 922012.0696413459 1704443.9849111831, 922043.435789601 1704468.6774108734, 922276.4452413335 1704371.437245977, 922490.4884483998 1704276.7278623194, 922363.5778742984 1703958.5043332297, 922365.5587610796 1703957.9557799674))"
88,BOYACA,922443.41,1703688.437,89,0,60,0,0,0,1,0,1,"POLYGON ((922503.2964180207 1703364.873637301, 922403.914000378 1703401.4280897672, 922329.5223806315 1703430.4282127193, 922218.5653884672 1703472.0370847809, 922105.0866464811 1703517.4285815754, 922097.590793092 1703524.2997805153, 922107.911928485 1703541.5016728372, 922132.4336399941 1703552.0109777697, 922156.9553515033 1703566.0233843464, 922173.3031591761 1703588.2096947595, 922202.4956728775 1703629.0792139412, 922230.5204860308 1703664.110230383, 922236.3589887711 1703673.4518347674, 922249.2036947997 1703689.7996424402, 922271.3900052127 1703713.1536534014, 922300.5825189141 1703736.5076643624, 922323.9365298752 1703758.6939747755, 922368.3091507013 1703859.1162219082, 922328.6073320674 1703870.7932273888, 922361.302947413 1703953.6999663007, 922365.5587610796 1703957.9557799674, 922388.2023140495 1703951.6852576064, 922416.9939666814 1703948.6545573294, 922542.7680281787 1703963.8080587145, 922638.2350869057 1703985.022960654, 922724.570564888 1704008.3198356652, 922733.7021456326 1704010.7839130089, 922738.954531793 1703977.7152218728, 922733.7478851653 1703943.639340762, 922699.1948569631 1703839.8886397902, 922655.4104566707 1703803.8338551566, 922650.0878632339 1703789.3008682586, 922561.93574916 1703533.6597374445, 922565.053976809 1703533.0900612394, 922549.3668100706 1703501.7157277626, 922503.8348713028 1703368.7624665608, 922503.2964180207 1703364.873637301))"
89,LA UNION,922236.904,1703036.051,90,1,122,0,5,0,4,0,9,"POLYGON ((922685.6520197721 1702455.221047956, 922412.9189186567 1702421.1294103167, 922412.7052364537 1702422.9288393946, 922404.5423544866 1702491.668898065, 922404.5423544866 1702522.529923955, 922432.7581495859 1702575.4345397663, 922405.4240980835 1702592.1876681065, 922436.2851239734 1702645.9740275147, 922426.585944408 1702652.1462326925, 922266.549481579 1702743.8475667655, 922199.536968218 1702779.1173106397, 922100.7816853703 1702839.9576188228, 921984.3915305855 1702908.7336193772, 921983.6192892443 1702909.2290194829, 921961.025325269 1702923.723260524, 921944.2721969287 1702934.3041836862, 921902.8302478766 1702934.3041836862, 921827.882042144 1702946.648594042, 921740.2375650048 1702964.17748947, 921739.7076824586 1702964.2834659792, 921750.2886056207 1703018.0698253873, 921763.5147595736 1703089.4910567326, 921784.6766058981 1703163.5575188682, 921814.6558881911 1703228.8065450354, 921838.4629653062 1703272.893724878, 921853.4526064527 1703295.8190583964, 921901.0667606829 1703359.3045973699, 921918.5080394011 1703386.6039901464, 921921.3717659332 1703385.321724535, 921950.5642796346 1703420.3527409765, 921997.2723015569 1703472.899265639, 922023.545563888 1703502.0917793403, 922052.7380775894 1703531.2842930418, 922096.5268481416 1703522.5265389313, 922097.590793092 1703524.2997805153, 922105.0866464811 1703517.4285815754, 922218.5653884672 1703472.0370847809, 922329.5223806315 1703430.4282127193, 922403.914000378 1703401.4280897672, 922503.2964180207 1703364.873637301, 922487.4433733465 1703250.3794257645, 922496.5497611 1703131.9963849685, 922534.7965896649 1702982.6516258104, 922576.6859733312 1702838.7706993043, 922618.5753569975 1702687.6046625955, 922658.6434631131 1702563.7577891473, 922660.0349275974 1702564.1989852034, 922661.0778494839 1702543.3405474743, 922685.6520197721 1702455.221047956))"
90,EL CAMPITO,921731.071,1702631.971,91,0,60,0,0,0,2,0,2,"POLYGON ((921983.6192892443 1702909.2290194829, 921950.5144812766 1702855.834167922, 921899.7309447337 1702766.3584130607, 921861.0387264154 1702699.856162826, 921838.0652217888 1702655.1182853954, 921830.8104308542 1702639.3995717035, 921828.3921672093 1702612.7986716097, 921834.4378263215 1702568.060794179, 921842.9017490787 1702514.8589939913, 921845.3200127236 1702481.0033029628, 921854.9930673031 1702401.2006026811, 921860.8026656688 1702354.7238157557, 921861.0387264154 1702352.8353297831, 921817.5099808072 1702346.7896706709, 921744.9620714603 1702340.7440115586, 921672.4141621133 1702339.5348797361, 921619.2123619255 1702341.953143381, 921569.6379572052 1702345.5805388484, 921524.1480503018 1702357.551566981, 921523.6909479521 1702357.671857073, 921533.3640025316 1702384.2727571668, 921541.8279252888 1702409.664525438, 921539.4096616439 1702431.4288982423, 921538.2005298214 1702484.6306984301, 921538.2005298214 1702552.3420804872, 921538.2005298214 1702624.889989834, 921559.9649026255 1702651.490889928, 921595.0297254765 1702695.0196355362, 921630.0945483276 1702742.1757766118, 921632.5128119725 1702755.4762266586, 921638.5584710847 1702786.9136540424, 921644.604130197 1702824.3967405383, 921646.2072216853 1702826.4006048988, 921649.4406574868 1702830.4423996506, 921671.2050302909 1702855.834167922, 921700.2241940297 1702888.480727128, 921718.3611713664 1702911.4542317546, 921728.034225946 1702930.8003409137, 921735.2890168807 1702958.6103728302, 921740.2375650048 1702964.17748947, 921827.882042144 1702946.648594042, 921902.8302478766 1702934.3041836862, 921944.2721969287 1702934.3041836862, 921961.025325269 1702923.723260524, 921983.6192892443 1702909.2290194829))"
91,TAYRONA,922521.25,1702217.451,92,0,51,0,2,0,0,0,2,"POLYGON ((922794.7346837404 1702064.9119051425, 922789.159428826 1702063.98269599, 922782.4065288525 1702061.0885960015, 922722.5951290876 1702038.9004960887, 922641.5603294059 1702010.9241961986, 922605.8664295463 1701999.347796244, 922589.4665296107 1702006.1006962175, 922549.9138297661 1702028.2887961303, 922535.443329823 1702031.182896119, 922527.7257298533 1702031.182896119, 922437.0439302096 1702005.1359962213, 922341.538630585 1701973.3008963463, 922341.2207587882 1701974.1610200317, 922325.1387306494 1702017.677096172, 922313.5623306949 1702062.0532959977, 922297.1624307593 1702121.8646957627, 922289.4448307896 1702156.5938956263, 922292.3389307782 1702186.4995955087, 922296.1977307631 1702208.6876954215, 922304.880030729 1702225.087595357, 922301.0212307441 1702240.5227952963, 922291.374230782 1702275.25199516, 922285.5860308048 1702348.5691948717, 922278.8331308312 1702404.5217946519, 922394.5971303764 1702418.992294595, 922412.7052364537 1702422.9288393946, 922412.9189186567 1702421.1294103167, 922685.6520197721 1702455.221047956, 922792.5718222489 1702071.8217562463, 922795.3441662794 1702072.2594947773, 922794.4396343621 1702065.9277713564, 922794.7346837404 1702064.9119051425))"
92,LA SIERRA,920555.586,1703394.277,93,0,77,0,0,0,2,0,2,"POLYGON ((920990.3371260113 1703388.2910538085, 920924.7044906997 1703327.093056018, 920873.7207456946 1703280.830028143, 920855.7820206002 1703268.5561636048, 920824.6252875415 1703257.2264424926, 920803.5000783843 1703251.2665371157, 920768.0946999085 1703223.2372791558, 920745.9663383611 1703159.80264272, 920701.7096152664 1703050.6360590863, 920699.8276921625 1703051.4163686659, 920641.2254270371 1703075.71486884, 920571.8898941887 1703119.9715919348, 920461.248086452 1703193.7327970925, 920421.4170356668 1703142.0999534822, 920363.8832956436 1703180.455780164, 920255.6350797508 1703061.9678681733, 920254.7167120101 1703060.9626278086, 920173.5793863365 1703117.0211437284, 920149.7498673128 1703137.2244315962, 920105.7190775913 1703174.5548837516, 920076.6611227883 1703196.3483498537, 920076.2145955281 1703196.683245299, 920163.2528176144 1703291.097587901, 920177.3922031433 1703309.9501019395, 920178.9829622217 1703307.1265045754, 920229.7818954885 1703358.9837489517, 920277.405895426 1703407.666059999, 920328.2048286928 1703462.6982377048, 920391.7034952763 1703523.021970959, 920374.7705175206 1703531.4884598367, 920361.0124730943 1703547.3631264826, 920439.3274952138 1703674.3604596495, 920493.3013618097 1703746.3256151108, 920537.7504284182 1703801.3577928164, 920540.0760034637 1703804.716956771, 920557.9858593987 1703793.5232968119, 920587.7042502231 1703789.2778124083, 920611.7619951761 1703790.6929738761, 920641.4803860005 1703783.6171665369, 920651.3865162752 1703779.3716821335, 920664.1229694857 1703770.8807133266, 920675.4442612283 1703756.7290986483, 920753.2781419588 1703663.3284417717, 920873.5668667239 1703526.0577793927, 920959.8917162613 1703422.7509922413, 920961.4110630986 1703424.042437053, 920963.1275036858 1703418.8931152914, 920985.0218889618 1703395.5391043304, 920990.3371260113 1703388.2910538085))"
93,LOS CONTINENTES,920568.039,1702950.244,94,0,25,0,1,0,3,0,4,"POLYGON ((920699.8276921625 1703051.4163686659, 920693.5121781944 1703034.8381444996, 920839.6816971245 1702964.3823332167, 920799.7216847551 1702881.3075706593, 920788.1543127535 1702876.049674295, 920772.3806236603 1702848.7086132, 920739.781666201 1702790.8717531916, 920700.8732331045 1702719.3643626359, 920689.1264436771 1702697.9437466213, 920682.9963854655 1702686.7654051767, 920647.2426901876 1702615.2580146207, 920646.8805027696 1702615.227832336, 920636.416675121 1702614.3558466986, 920634.6237389131 1702614.206435348, 920623.0563669114 1702682.559088085, 920574.683720359 1702706.7454113613, 920507.3826468948 1702748.8085822766, 920574.683720359 1702839.244399744, 920539.981604354 1702865.533881566, 920442.1847319762 1702927.577058666, 920354.9036523273 1702989.6202357658, 920304.4278472291 1703024.3223517707, 920257.1067799495 1703059.0244677758, 920255.6350797508 1703061.9678681733, 920363.8832956436 1703180.455780164, 920421.4170356668 1703142.0999534822, 920461.248086452 1703193.7327970925, 920571.8898941887 1703119.9715919348, 920641.2254270371 1703075.71486884, 920699.8276921625 1703051.4163686659))"
94,LA ALBORAYA,921266.874,1702445.57,95,1,114,0,0,0,5,0,5,"POLYGON ((921524.1480503018 1702357.551566981, 921515.712001225 1702345.8708836436, 921487.6439320521 1702288.732314256, 921462.5831560049 1702237.6083311196, 921433.5126557901 1702190.4940721507, 921392.4129830726 1702178.464899648, 921348.3060172294 1702163.4284340197, 921324.6399180667 1702151.8029817995, 921319.7367325356 1702149.3943994334, 921257.5860079385 1702125.336054428, 921215.4839041791 1702125.336054428, 921152.3307485401 1702124.333623386, 921157.3429037496 1702104.2850025482, 921166.3647831265 1702098.270416297, 921163.3574900009 1702087.2436748361, 921104.2140585294 1702068.1974850402, 921086.1702997753 1702067.1950539984, 921045.0706270578 1702064.1877608728, 921005.9758164241 1702066.1926229564, 920984.9247645445 1702077.2193644173, 920975.9028851675 1702079.224226501, 920968.7426823425 1702081.2437708876, 920968.5726081736 1702081.291740525, 920963.9584005652 1702551.9409165825, 920965.3582552638 1702557.1334888896, 920968.9450999283 1702583.4370164291, 920970.6283090841 1702610.3683629206, 921047.771303007 1702613.5010733337, 921046.0404130906 1702643.4207418887, 921124.6645729777 1702644.1355069787, 921199.7149074154 1702685.5918821918, 921244.0303429882 1702708.4643650681, 921383.0521529703 1702781.3704042363, 921467.3944335765 1702824.2563096292, 921517.7853724132 1702847.8435575953, 921529.9363789413 1702839.9811416066, 921539.9430901996 1702828.5449001684, 921633.5773169743 1702826.4006048988, 921646.2072216853 1702826.4006048988, 921644.604130197 1702824.3967405383, 921638.5584710847 1702786.9136540424, 921632.5128119725 1702755.4762266586, 921630.0945483276 1702742.1757766118, 921595.0297254765 1702695.0196355362, 921559.9649026255 1702651.490889928, 921538.2005298214 1702624.889989834, 921538.2005298214 1702552.3420804872, 921538.2005298214 1702484.6306984301, 921539.4096616439 1702431.4288982423, 921541.8279252888 1702409.664525438, 921533.3640025316 1702384.2727571668, 921523.6909479521 1702357.671857073, 921524.1480503018 1702357.551566981))"
95,SAN NICOLAS,921550.737,1701365.566,96,1,33,0,1,0,1,0,2,"POLYGON ((921764.1617734785 1701537.6037042132, 921764.1617734785 1701513.509380903, 921770.9904292405 1701456.3193888962, 921788.0620686455 1701330.8428392694, 921785.7352572711 1701328.6822287075, 921728.311330728 1701275.3600112032, 921702.7038716205 1701256.5812078577, 921633.5637320302 1701236.0952405718, 921572.1058301722 1701217.3164372263, 921553.3270268267 1701210.4877814641, 921480.7725593554 1701184.8803223567, 921427.8504771998 1701167.8086829516, 921387.223754147 1701156.8205621517, 921375.7819770145 1701197.6840519104, 921377.4624288989 1701206.9265372744, 921377.489140955 1701207.0734535833, 921359.5639195797 1701278.7743390843, 921308.3490013648 1701474.2446102716, 921308.837481253 1701475.026178093, 921308.8736734928 1701474.6823518148, 921424.3013170615 1701491.7827434547, 921485.5777204374 1701498.9079066378, 921673.6820284752 1701528.8335920074, 921761.6701065673 1701541.9661409764, 921762.884597686 1701537.4320408, 921764.1617734785 1701537.6037042132))"
96,EL SANTUARIO,920557.764,1702170.566,97,5,165,0,5,1,4,1,9,"POLYGON ((920707.2797667232 1701558.3105591794, 920556.252731628 1701672.6805469214, 920437.3979545116 1701756.9963289786, 920334.7968221289 1701827.0901718934, 920262.6712736223 1701876.8669588908, 920221.9101801882 1701896.9300516092, 920221.9101801882 1701913.4376595418, 920234.6083401366 1701945.1830594128, 920247.3065000849 1701971.8491953043, 920213.0214682244 1701992.1662512217, 920195.2440442967 1702003.5945951752, 920171.1175403949 1702017.5625711184, 920143.1815885085 1702028.990915072, 920121.5947165963 1702041.6890750201, 920082.2304207564 1702060.7363149428, 920039.0566769321 1702082.3231868548, 920003.5018290768 1702102.6402427722, 919990.8036691285 1702116.6082187155, 919991.7061946327 1702118.0264730793, 919999.6923810922 1702130.5761946586, 920014.9301730302 1702152.1630665706, 920023.8188849941 1702173.749938483, 920037.7868609373 1702196.60662639, 920054.2944688702 1702227.082210266, 920068.2624448133 1702252.4785301627, 920086.039868741 1702284.2239300336, 920087.3096847357 1702300.7315379663, 920093.65876471 1702321.0485938836, 920103.8172926686 1702352.7939937545, 920103.8172926686 1702379.4601296461, 920103.8172926686 1702394.6979215841, 920107.6267406532 1702421.3640574757, 920111.4361886376 1702437.8716654084, 920110.1663726429 1702481.0454092328, 920108.896556648 1702540.72676099, 920113.9758206273 1702553.4249209384, 920122.8645325912 1702564.8532648918, 920132.3148756328 1702571.941022173, 920139.0895058523 1702565.437377162, 920194.0471205943 1702550.9748469668, 920241.050343729 1702550.251720457, 920355.6658955264 1702550.9748469668, 920495.9524384205 1702552.4210999864, 920624.6689571582 1702551.6979734767, 920637.9223287724 1702551.8712201645, 920636.416675121 1702614.3558466986, 920646.8805027696 1702615.227832336, 920682.9963854655 1702686.7654051767, 920689.1264436771 1702697.9437466213, 920810.5261272476 1702645.0111831687, 920801.5590155864 1702618.1098481852, 920799.7655932542 1702609.142736524, 920806.9392825832 1702607.3493141918, 920818.2976240207 1702606.153699304, 920860.7419525502 1702607.349314192, 920921.7183118461 1702611.5339663008, 920970.7385222606 1702612.1317737447, 920970.6283090841 1702610.3683629206, 920968.9450999283 1702583.4370164291, 920965.3582552638 1702557.1334888896, 920963.9584005652 1702551.9409165825, 920968.5726081736 1702081.291740525, 920968.7426823425 1702081.2437708876, 920965.2587922728 1702074.9727687621, 920966.3583266295 1702043.0862724148, 920968.5573953431 1702004.6025699263, 920968.5573953431 1701969.4174705085, 920971.8559984135 1701947.4267833724, 920960.8606548455 1701939.7300428748, 920941.069036423 1701912.2416839546, 920927.8746241413 1701884.7533250344, 920920.1778836435 1701883.6537906774, 920914.6802118595 1701879.2556532503, 920890.4904560097 1701842.9710194757, 920889.390921653 1701824.2789354098, 920873.9974406577 1701820.9803323394, 920864.1016314464 1701815.4826605555, 920855.3053565919 1701793.4919734192, 920849.8076848079 1701767.103148856, 920844.3100130238 1701746.2119960766, 920833.3146694558 1701724.2213089403, 920811.3239823196 1701686.8371408088, 920799.2291043947 1701665.9459880295, 920782.7360890426 1701654.9506444614, 920760.7454019064 1701630.7608886117, 920746.451455268 1701612.068804546, 920726.6598368454 1701584.5804456258, 920719.0730497835 1701570.9462196012, 920707.2797667232 1701558.3105591794))"
