,NOMBRE_DE_,X_Coord,Y_Coord,ID,HOM TOT,HP TOT,HOM CM,HP CM,HOM PM,HP PM,HOMICIDIOS,HURTOS MOT,geometry
10,LA CONCEPCION,921331,1709341.073,11,1,236,0,4,0,2,0,6,"POLYGON ((920773.8109803419 1709265.0393623672, 920817.3020166495 1709258.8263571805, 920841.4505206962 1709303.2596046263, 920906.1685115414 1709393.09203968, 920969.9205622248 1709452.980329716, 921056.3722067119 1709554.4040467122, 921042.8490444458 1709579.5184909208, 921076.6569501112 1709633.6111399855, 921173.7339363788 1709789.1275060463, 921228.7925256054 1709879.925881262, 921476.6504210173 1710236.6135320326, 921583.5408207086 1710087.8861142306, 921688.8616081281 1709941.9044296101, 921788.6688909325 1709798.2861577878, 922021.8299321156 1709688.8241716637, 922001.2372578444 1709651.2651096943, 921912.6843064182 1709554.3215795178, 921938.5733624886 1709497.8475826406, 921986.4777804974 1709413.8983790376, 922051.62904594 1709286.8150128901, 922066.3355662788 1709253.2849797555, 922056.4595119561 1709245.4733437218, 921984.4460273517 1709139.8597949382, 921982.83346547 1709130.7654213582, 921975.504918309 1709123.0064252948, 921960.8478239871 1709123.0064252948, 921950.1088028664 1709123.0064252948, 921902.2346115567 1709118.782231944, 921871.2571936505 1709113.1499741427, 921853.5679745593 1709102.3826233915, 921838.8717112939 1709093.4370718386, 921807.9339227235 1709062.7460141012, 921739.6431076309 1709115.6560190734, 921683.2673717644 1709159.3345205083, 921659.1188677177 1709127.4584951666, 921588.6052359012 1709042.455760922, 921517.125663923 1708955.521146354, 921488.1474590669 1708913.0197792319, 921447.2052146725 1708861.253723101, 921446.1290620256 1708859.893070329, 921269.3620124037 1708993.1928126668, 921255.8388501375 1709000.9203339617, 921204.6440215586 1708963.2486676488, 921150.4306299736 1708923.645121012, 921138.384710523 1708915.1949984124, 921069.5331414172 1708866.8961365025, 921058.6663145962 1708860.8590104908, 921058.1433163892 1708861.5889090875, 920948.7906211837 1709014.2020111873, 920937.9237943627 1709032.3133892224, 920900.4936130902 1709070.9509956972, 920855.8188806039 1709099.929200553, 920803.8995969035 1709125.2851298023, 920767.6768408335 1709134.944531421, 920754.124791971 1709138.6713448581, 920754.2975474263 1709139.9238219091, 920773.8109803419 1709265.0393623672))"
11,ALTOS DEL LIMON,918360.068,1709929.977,12,0,61,0,0,0,1,0,1,"POLYGON ((917922.1331854853 1709555.5055446716, 917923.81919852 1709557.8304588164, 917921.8393208684 1709574.8265350151, 917950.2394730758 1709625.8009773714, 917981.4692768357 1709661.194754966, 918156.3561778914 1709913.1151719629, 918260.4555237578 1710075.5101515146, 918383.2927518804 1710233.7411572316, 918501.966006168 1710364.9063330234, 918558.1796529359 1710423.2019667085, 918651.8690642158 1710512.7274041537, 918693.885254444 1710539.0034937465, 918701.5703826849 1710539.8573968844, 918734.0187019246 1710533.0261717814, 918781.8372776461 1710523.6332372646, 918806.6004686448 1710527.0488498162, 918844.1722067117 1710530.4644623678, 918833.9253690571 1710503.1395619554, 918821.1168219888 1710467.2756301642, 918810.8699843341 1710445.0741485793, 918790.5897848094 1710378.8966553933, 918772.4443431293 1710346.8752877226, 918759.635796061 1710336.2014984991, 918744.692491148 1710315.9212989742, 918722.8112232398 1710287.1020680706, 918661.9706246655 1710212.3855435057, 918513.6049544581 1710029.8637477828, 918416.4734725236 1709908.1825506343, 918384.452104853 1709870.824288352, 918373.7783156293 1709851.0777782882, 918341.7569479587 1709797.7088321706, 918355.0991844882 1709792.3719375588, 918428.4814854001 1709765.6874644998, 918482.5175433444 1709737.668767788, 918489.1886616092 1709730.9976495232, 918458.5015175914 1709678.9629270583, 918350.429401703 1709504.1796285226, 918286.3866663616 1709397.441736287, 918281.7713896427 1709385.9035444898, 918281.0497717498 1709384.0994997574, 918082.6569687303 1709480.872409085, 918037.4130585516 1709501.9078894018, 917922.1331854853 1709555.5055446716))"
12,SANTA MONICA,918637.098,1709456.652,13,0,39,0,0,0,0,0,0,"POLYGON ((918863.4438725446 1709553.1939357964, 918857.2577884533 1709551.8683463484, 918850.444963428 1709543.3523150668, 918771.2458725094 1709433.4955115346, 918618.0014188569 1709227.2049008484, 918616.254103185 1709224.8527451362, 918501.097994341 1709279.5120963387, 918431.456224375 1709312.5678673363, 918432.1301763878 1709313.691120691, 918439.1206525285 1709325.3419142587, 918459.5591276042 1709367.9220706664, 918496.178062115 1709447.9727647132, 918519.1713465751 1709492.2561273773, 918545.571043548 1709553.5715526047, 918573.6739467771 1709607.2225496785, 918595.8156281093 1709644.6930873173, 918629.0281501074 1709686.421640597, 918638.395784517 1709684.7184343408, 918667.3502908744 1709665.9831655212, 918717.5948754356 1709636.1770560357, 918735.4785411269 1709631.067437267, 918778.9103006629 1709610.628962191, 918839.374122762 1709566.345599527, 918864.0440544114 1709555.8795679181, 918863.3321722889 1709553.269333469, 918863.4438725446 1709553.1939357964))"
13,ALTAMIRA,918509.388,1708989.474,14,0,23,0,0,0,0,0,0,"POLYGON ((918618.0014188569 1709227.2049008484, 918628.6209647241 1709218.0334748724, 918771.908278739 1709148.8602887962, 918765.3203562555 1709132.3904825875, 918715.9109376298 1709025.3367422316, 918686.9858404758 1708963.3176282274, 918604.6368094328 1708999.3453293089, 918460.5260051074 1708693.1098701176, 918452.3129567795 1708684.8968217897, 918451.5190798371 1708684.1029448472, 918449.0741282222 1708685.2889288396, 918448.5794895795 1708680.8371810555, 918443.4401114872 1708681.1394974138, 918431.1999718719 1708681.8595056264, 918349.4140061886 1708676.747882771, 918340.2130850493 1708679.8148564843, 918358.6192649386 1708729.166287895, 918355.066896894 1708730.8894514989, 918279.1007960908 1708767.7386795003, 918306.1215719018 1708829.5004527825, 918357.5897163036 1708946.5904812969, 918427.0717112462 1709115.148654213, 918501.097994341 1709279.5120963387, 918616.254103185 1709224.8527451362, 918618.0014188569 1709227.2049008484))"
14,SAN VICENTE,918863.52,1709020.93,15,0,112,0,2,0,1,0,3,"POLYGON ((919162.1307728213 1709207.9188895675, 919160.4319250269 1709202.8223461846, 919153.3311696964 1709194.5381316324, 919100.0755047179 1709166.1351103105, 919052.7371358479 1709147.1997627625, 919052.7371358479 1709137.7320889886, 919208.9537531185 1709063.1741580185, 919141.496577479 1708919.9755921871, 919117.827393044 1708869.086845652, 918990.0374662798 1708597.5539618144, 918988.6899822204 1708598.072224914, 918980.1910855549 1708601.3410313241, 918894.6033146381 1708642.9987959296, 918869.6086558749 1708651.3303488507, 918808.2581298194 1708663.4489712813, 918769.1151077497 1708668.1805453775, 918739.333464745 1708671.7805242024, 918656.0179355339 1708676.325007614, 918541.6484363443 1708680.8694910253, 918454.5458376238 1708680.1120771235, 918452.3129567795 1708684.8968217897, 918460.5260051074 1708693.1098701176, 918604.6368094328 1708999.3453293089, 918686.9858404758 1708963.3176282274, 918715.9109376298 1709025.3367422316, 918765.3203562555 1709132.3904825875, 918771.908278739 1709148.8602887962, 918628.6209647241 1709218.0334748724, 918618.0014188569 1709227.2049008484, 918771.2458725094 1709433.4955115346, 918850.444963428 1709543.3523150668, 918857.2577884533 1709551.8683463484, 918863.4438725446 1709553.1939357964, 918921.3286917368 1709514.1216828418, 918948.8770384747 1709490.9230750625, 918966.275994309 1709470.6242932559, 919001.0739059778 1709409.7279478353, 919050.3709475085 1709316.9335167187, 919138.8156396666 1709229.9387375468, 919162.1307728213 1709207.9188895675))"
15,ALTOS DEL PRADO,919882.569,1708796.601,16,0,374,0,6,0,3,0,9,"POLYGON ((921058.1433163892 1708861.5889090875, 921052.9970605763 1708854.2137017124, 920953.3697888228 1708778.7816245276, 920804.6405045621 1708672.0381190774, 920312.7621617069 1708312.7451727188, 920258.838189247 1708274.8526515306, 920228.2326913642 1708215.0990604265, 920226.2268745638 1708215.8048107822, 920188.882765515 1708228.9444047066, 920137.1449000466 1708247.1619629702, 920128.4004720801 1708247.8906653007, 920113.8264254694 1708248.6193676312, 920099.6167300238 1708248.6193676312, 920081.3991717602 1708252.9915816144, 920050.064971547 1708252.2628792839, 919967.7216081959 1708248.6193676312, 919923.9994683635 1708244.9758559784, 919899.9522914557 1708249.3480699616, 919823.8028979142 1708266.108223564, 919804.8566373201 1708276.3100561916, 919759.6770928266 1708282.139674836, 919742.1882368936 1708287.2405911498, 919723.2419762996 1708297.4424237774, 919627.7819709989 1708355.00990789, 919576.0213335826 1708386.6629153728, 919560.080970102 1708392.3559023303, 919573.7441387996 1708440.176992772, 919570.3283466252 1708443.5927849463, 919504.28969792 1708473.1963171246, 919371.0738031181 1708527.8489919151, 919297.0649726726 1708559.7297188763, 919266.3228431029 1708515.3244206088, 919248.1052848394 1708478.889304082, 919245.9616027992 1708479.8574185516, 919142.2157274327 1708526.7103945236, 918990.7822743673 1708593.8876406203, 918988.6899822204 1708598.072224914, 918990.0374662798 1708597.5539618144, 919117.827393044 1708869.086845652, 919141.496577479 1708919.9755921871, 919208.9537531185 1709063.1741580185, 919052.7371358479 1709137.7320889886, 919052.7371358479 1709147.1997627625, 919100.0755047179 1709166.1351103105, 919153.3311696964 1709194.5381316324, 919160.4319250269 1709202.8223461846, 919162.1307728213 1709207.9188895675, 919164.9140734182 1709205.2902167814, 919201.1618980732 1709238.638215464, 919241.7594616867 1709270.5363011605, 919263.5081564797 1709293.7349089396, 919318.6048499553 1709367.6804712357, 919346.153196693 1709403.9282958906, 919369.3518044722 1709440.1761205455, 919379.5011953756 1709450.325511449, 919385.3008473204 1709454.6752504075, 919399.7999771824 1709450.325511449, 919524.4924939955 1709393.7789049873, 919585.3888394157 1709364.7806452631, 919585.3888394157 1709360.4309063046, 919567.9898835814 1709341.582037484, 919523.0425810092 1709308.2340388016, 919520.1427550368 1709302.4343868566, 919527.3923199679 1709293.7349089396, 919660.7843146981 1709234.2884765053, 919717.3309211598 1709206.7401297677, 919718.6299772785 1709208.8596423825, 919727.558989955 1709203.3648653508, 919836.5881498015 1709162.7689015782, 919884.1434216494 1709145.37063139, 920005.9313129672 1709310.074255839, 920109.1610494177 1709276.4376001416, 920218.1902092642 1709242.8009444443, 920360.8560248079 1709197.5654419549, 920394.4926805053 1709187.1264798418, 920395.2536091655 1709187.1264798418, 920396.193415497 1709181.0177386878, 920284.6527842403 1709043.6466454559, 920240.0365317377 1708988.4633857815, 920218.9025173943 1708955.5882523586, 920205.9872864067 1708933.2801261072, 920184.8532720633 1708880.4450902487, 920156.6745862721 1708809.9983757709, 920162.545145812 1708799.4313685992, 920259.9964341731 1708767.730347084, 920359.7959463501 1708731.3328779372, 920433.7649965519 1708705.502415962, 920477.2071371466 1708689.0648492505, 920484.2518085943 1708685.5425135265, 920542.9574039927 1708731.3328779372, 920650.9756995254 1708811.172487679, 920753.1234355184 1708885.1415378805, 920756.6457712422 1708894.5344331444, 920736.6858688068 1708928.5836784753, 920728.4670854511 1708960.2846999904, 920744.9046521626 1709071.8253312472, 920754.124791971 1709138.6713448581, 920767.6768408335 1709134.944531421, 920803.8995969035 1709125.2851298023, 920855.8188806039 1709099.929200553, 920900.4936130902 1709070.9509956972, 920937.9237943627 1709032.3133892224, 920948.7906211837 1709014.2020111873, 921058.1433163892 1708861.5889090875))"
16,VILLA SANTOS,917343.588,1709529.168,17,0,140,0,0,0,0,0,0,"POLYGON ((918037.4130585516 1709501.9078894018, 918010.6973259259 1709459.501964599, 917952.8917432994 1709360.269047757, 917858.9576715315 1709182.035167992, 917763.1555568345 1709010.8244580636, 917761.6516074436 1709008.1367069243, 917727.9316842449 1709023.7923855523, 917570.7727564793 1709106.8879105777, 917428.667365856 1709182.7577377749, 917171.5529514656 1709324.863128398, 917030.6518438136 1709398.3243896526, 916879.7765639346 1709470.6095938545, 916856.4079068633 1709485.2150045242, 916855.8398175695 1709485.5700603328, 916825.918884613 1709541.5649491511, 916822.0719075185 1709553.1058804344, 916786.7845421084 1709658.4495114712, 916748.247487024 1709777.6735256382, 916748.247487024 1709833.070542322, 916751.2581944526 1709867.994748492, 916841.5794173063 1710101.6256449407, 916857.2350959344 1710098.0127960264, 916928.024354346 1710048.9382649427, 917310.0078593318 1709791.1464413807, 917323.1797043313 1709772.3295199529, 917405.974158614 1709721.5238320976, 917541.4559928946 1709659.4279913858, 917612.9602943205 1709629.320917101, 917676.9378271753 1709614.2673799589, 917784.1942793141 1709599.2138428167, 917834.9999671694 1709589.8053821025, 917923.81919852 1709557.8304588164, 917922.1331854853 1709555.5055446716, 918037.4130585516 1709501.9078894018))"
17,EL POBLADO,918121.14,1709085.572,18,2,89,0,2,0,1,0,3,"POLYGON ((918340.2130850493 1708679.8148564843, 918171.9129025417 1708726.075043324, 918069.6804454377 1708754.7001313132, 918065.7972370145 1708755.6005854402, 917999.1400500359 1708771.0573244498, 917952.113119768 1708785.3698684443, 917933.7112774892 1708799.682412439, 917916.3317597816 1708813.9949564335, 917897.9299175028 1708833.4191232834, 917879.5280752241 1708847.7316672779, 917851.9253118059 1708863.3221169861, 917823.8113861023 1708877.379079838, 917789.3079318297 1708890.158136976, 917722.1631212097 1708924.5468073364, 917761.6516074436 1709008.1367069243, 917763.1555568345 1709010.8244580636, 917858.9576715315 1709182.035167992, 917952.8917432994 1709360.269047757, 918010.6973259259 1709459.501964599, 918037.4130585516 1709501.9078894018, 918082.6569687303 1709480.872409085, 918281.0497717498 1709384.0994997574, 918281.7713896427 1709385.9035444898, 918284.8222618843 1709382.471313218, 918333.8938412943 1709358.7533831696, 918423.8584035459 1709316.2246810144, 918432.1301763878 1709313.691120691, 918431.456224375 1709312.5678673363, 918501.097994341 1709279.5120963387, 918427.0717112462 1709115.148654213, 918357.5897163036 1708946.5904812969, 918306.1215719018 1708829.5004527825, 918279.1007960908 1708767.7386795003, 918355.066896894 1708730.8894514989, 918358.6192649386 1708729.166287895, 918340.2130850493 1708679.8148564843))"
18,EL TABOR,917739.725,1708552.859,19,0,121,0,2,0,3,0,5,"POLYGON ((918065.7972370145 1708755.6005854402, 918058.6969587619 1708733.7535754323, 918037.5886546848 1708671.6234728657, 918010.5063022838 1708584.004097451, 917981.0343305535 1708538.6013301904, 917972.0582378731 1708529.462035825, 917937.2246428462 1708493.9951027066, 917891.0253358092 1708466.1162105293, 917866.3326027378 1708450.9819547758, 917852.7914265373 1708435.051159246, 917839.4244934132 1708409.0640490379, 917809.5542517946 1708343.1005987967, 917754.7921421605 1708227.3534125243, 917738.6124279504 1708175.0804896918, 917705.0084061293 1708055.5995232172, 917702.269447339 1708056.6951067334, 917698.7854391255 1708058.0887100187, 917671.4043843084 1708066.8008638243, 917635.3111756858 1708082.9805780344, 917610.4193076703 1708096.6711054428, 917606.685527468 1708101.649479046, 917594.2395934602 1708168.8575226879, 917584.9051429544 1708229.8425993258, 917577.4375825498 1708269.6695881507, 917552.5457145342 1708420.2653896448, 917535.1214069233 1708502.408554096, 917508.3626488067 1708630.601674376, 917503.3842752036 1708651.7597621894, 917504.6288686043 1708685.3637840103, 917515.8302092113 1708720.212399232, 917530.9678575642 1708749.4712694085, 917575.6848562685 1708808.7212926913, 917599.7202430719 1708837.7873418492, 917621.5197799403 1708854.556216363, 917651.1447915818 1708865.7354660393, 917696.9797152535 1708867.4123534907, 917744.8353949543 1708870.808200726, 917765.9934827675 1708879.5203545315, 917789.3079318297 1708890.158136976, 917823.8113861023 1708877.379079838, 917851.9253118059 1708863.3221169861, 917879.5280752241 1708847.7316672779, 917897.9299175028 1708833.4191232834, 917916.3317597816 1708813.9949564335, 917933.7112774892 1708799.682412439, 917952.113119768 1708785.3698684443, 917999.1400500359 1708771.0573244498, 918065.7972370145 1708755.6005854402))"
19,LA CAMPIÑA,918391.671,1708526.242,20,1,76,0,3,0,1,0,4,"POLYGON ((918769.1151077497 1708668.1805453775, 918754.60438102 1708624.6483651886, 918605.0699989315 1708234.6626967022, 918604.7839245282 1708233.9166146582, 918571.224142274 1708250.6965057852, 918343.4970484066 1708354.9715435035, 918234.9291671646 1708405.7693594974, 918082.2101722851 1708477.2250360006, 917972.0582378731 1708529.462035825, 917981.0343305535 1708538.6013301904, 918010.5063022838 1708584.004097451, 918037.5886546848 1708671.6234728657, 918058.6969587619 1708733.7535754323, 918065.7972370145 1708755.6005854402, 918069.6804454377 1708754.7001313132, 918171.9129025417 1708726.075043324, 918340.2130850493 1708679.8148564843, 918349.4140061886 1708676.747882771, 918431.1999718719 1708681.8595056264, 918448.5794895795 1708680.8371810555, 918449.0741282222 1708685.2889288396, 918451.5190798371 1708684.1029448472, 918452.3129567795 1708684.8968217897, 918454.5458376238 1708680.1120771235, 918541.6484363443 1708680.8694910253, 918656.0179355339 1708676.325007614, 918739.333464745 1708671.7805242024, 918769.1151077497 1708668.1805453775))"
20,LA CUMBRE,917946.131,1708169.994,21,0,25,0,0,0,0,0,0,"POLYGON ((918234.9291671646 1708405.7693594974, 918225.5093742621 1708378.6181917193, 918207.3561708432 1708355.57758738, 918187.1083670299 1708338.8207842242, 918170.7006639397 1708328.347782252, 918146.961859469 1708308.0999784386, 918129.5068561817 1708288.5503747568, 918119.7320543407 1708267.604370812, 918105.7680517108 1708234.7889646317, 918098.0878502644 1708213.1447605554, 918091.1058489494 1708201.27535832, 918079.236446714 1708190.8023563477, 918060.3850431638 1708174.7437533233, 918049.2138410598 1708160.7797506934, 918040.1372393505 1708146.8157480634, 918032.457037904 1708133.5499455652, 918029.3151373123 1708114.0003418834, 918034.2025382327 1708108.4147408314, 918046.071940468 1708102.130939648, 918072.6035454648 1708083.977736229, 918081.6801471743 1708067.9191332047, 918084.4729477003 1708053.2569304435, 918068.414344676 1707993.2117191348, 918073.3017455963 1707984.833317557, 918084.4729477003 1707987.626118083, 918129.1577561159 1708006.4775216333, 918147.3109595347 1708012.0631226853, 918154.9911609811 1708010.6667224222, 918161.9731622961 1708002.9865209758, 918164.0677626906 1707991.815318872, 918132.6487567733 1707945.7341101933, 918086.5675480948 1707884.9906987534, 918014.8315460198 1707807.840658786, 918012.5583341564 1707805.3958837632, 917993.0087304746 1707817.2652859986, 917912.7157153528 1707861.2518942826, 917807.9856956287 1707913.6169041446, 917698.3682749842 1707965.9819140066, 917689.9898734062 1707976.454915979, 917689.9999306859 1707976.70634797, 917691.3862736693 1708011.3649225538, 917701.8592756417 1708047.6713293914, 917702.269447339 1708056.6951067334, 917705.0084061293 1708055.5995232172, 917738.6124279504 1708175.0804896918, 917754.7921421605 1708227.3534125243, 917809.5542517946 1708343.1005987967, 917839.4244934132 1708409.0640490379, 917852.7914265373 1708435.051159246, 917866.3326027378 1708450.9819547758, 917891.0253358092 1708466.1162105293, 917937.2246428462 1708493.9951027066, 917972.0582378731 1708529.462035825, 918082.2101722851 1708477.2250360006, 918234.9291671646 1708405.7693594974))"
21,LOS ALPES,918334.852,1708079.766,22,0,19,0,1,0,0,0,1,"POLYGON ((918605.0699989315 1708234.6626967022, 918607.6585053928 1708231.1035003178, 918636.2354581553 1708220.6252843048, 918679.100887299 1708206.3368079236, 918725.7765768112 1708193.9534617264, 918730.7105663118 1708189.0194722258, 918731.4919673637 1708188.238071174, 918727.6817069954 1708172.9970297005, 918719.1086211667 1708150.1354674906, 918698.1521891408 1708124.4162100044, 918681.4823000294 1708104.4123430706, 918635.7591756093 1708044.4007422691, 918619.5655690439 1708030.112265888, 918559.5539682426 1707958.6698839818, 918468.1077194026 1707843.4095078395, 918442.8647444625 1707812.6892836199, 918435.7205062718 1707812.6892836199, 918347.6082352542 1707855.5547127638, 918324.9848143172 1707867.4617764147, 918289.2636233642 1707899.6108482725, 918284.5007979036 1707901.9922610028, 918264.258789697 1707888.8944909866, 918244.0167814902 1707853.1733000334, 918179.220082425 1707716.511171096, 918178.5279314094 1707715.0513616814, 918170.1929868538 1707717.4327744117, 918098.7506049474 1707757.9167908253, 918016.5918657554 1707801.972926334, 918014.8315460198 1707807.840658786, 918086.5675480948 1707884.9906987534, 918132.6487567733 1707945.7341101933, 918164.0677626906 1707991.815318872, 918161.9731622961 1708002.9865209758, 918154.9911609811 1708010.6667224222, 918147.3109595347 1708012.0631226853, 918129.1577561159 1708006.4775216333, 918084.4729477003 1707987.626118083, 918073.3017455963 1707984.833317557, 918068.414344676 1707993.2117191348, 918084.4729477003 1708053.2569304435, 918081.6801471743 1708067.9191332047, 918072.6035454648 1708083.977736229, 918046.071940468 1708102.130939648, 918034.2025382327 1708108.4147408314, 918029.3151373123 1708114.0003418834, 918032.457037904 1708133.5499455652, 918040.1372393505 1708146.8157480634, 918049.2138410598 1708160.7797506934, 918060.3850431638 1708174.7437533233, 918079.236446714 1708190.8023563477, 918091.1058489494 1708201.27535832, 918098.0878502644 1708213.1447605554, 918105.7680517108 1708234.7889646317, 918119.7320543407 1708267.604370812, 918129.5068561817 1708288.5503747568, 918146.961859469 1708308.0999784386, 918170.7006639397 1708328.347782252, 918187.1083670299 1708338.8207842242, 918207.3561708432 1708355.57758738, 918225.5093742621 1708378.6181917193, 918234.9291671646 1708405.7693594974, 918343.4970484066 1708354.9715435035, 918571.224142274 1708250.6965057852, 918604.7839245282 1708233.9166146582, 918605.0699989315 1708234.6626967022))"
22,NUEVO HORIZONTE,918651.742,1707852.631,23,0,32,0,1,0,2,0,3,"POLYGON ((918730.7105663118 1708189.0194722258, 918735.1812966164 1708189.0194722258, 918766.6159446551 1708184.2566467654, 918884.7340160735 1708149.9643034504, 918994.2790016631 1708113.7668299512, 919072.389339214 1708073.7590960837, 919072.1445406713 1708071.8007077423, 919071.436774122 1708066.1385753471, 919053.8143199184 1708030.8936669398, 919006.1860653142 1707925.1589417185, 918963.3206361705 1707817.5190863132, 918953.7949852496 1707805.135740116, 918925.2180324872 1707797.5152193794, 918907.1192957376 1707790.8472637348, 918876.6372127909 1707769.890831709, 918852.3468029428 1707754.6497902358, 918828.5326756407 1707737.5036185782, 918765.6633795631 1707690.827929066, 918709.4620391303 1707654.6304555668, 918676.1222609073 1707636.5317188173, 918613.2529648298 1707601.2868104102, 918592.2965328039 1707587.9508991211, 918569.4349705939 1707581.2829434765, 918524.18812872 1707577.4726831082, 918468.9393533792 1707568.8995972795, 918443.2200958929 1707555.5636859902, 918426.0739242354 1707534.6072539643, 918423.3337377076 1707537.1190916148, 918414.6431431303 1707545.0854699772, 918396.5444063807 1707560.3265114506, 918353.6789772371 1707594.6188547655, 918283.1891604229 1707645.104804646, 918240.3237312791 1707677.492017777, 918181.2646955699 1707710.8317959998, 918179.220082425 1707716.511171096, 918244.0167814902 1707853.1733000334, 918264.258789697 1707888.8944909866, 918284.5007979036 1707901.9922610028, 918289.2636233642 1707899.6108482725, 918324.9848143172 1707867.4617764147, 918347.6082352542 1707855.5547127638, 918435.7205062718 1707812.6892836199, 918442.8647444625 1707812.6892836199, 918468.1077194026 1707843.4095078395, 918559.5539682426 1707958.6698839818, 918619.5655690439 1708030.112265888, 918635.7591756093 1708044.4007422691, 918681.4823000294 1708104.4123430706, 918698.1521891408 1708124.4162100044, 918719.1086211667 1708150.1354674906, 918727.6817069954 1708172.9970297005, 918731.4919673637 1708188.238071174, 918730.7105663118 1708189.0194722258))"
23,GRANADILLO,918922.143,1708374.171,24,0,96,0,2,0,0,0,2,"POLYGON ((919245.9616027992 1708479.8574185516, 919245.3690627648 1708475.4133682929, 919225.054277009 1708432.9369980765, 919187.1949035551 1708354.217203273, 919149.1046802631 1708258.4145204476, 919078.6954796325 1708078.3516467034, 919074.9996645154 1708074.6558315863, 919072.1445406713 1708071.8007077423, 919072.389339214 1708073.7590960837, 918994.2790016631 1708113.7668299512, 918884.7340160735 1708149.9643034504, 918766.6159446551 1708184.2566467654, 918735.1812966164 1708189.0194722258, 918730.7105663118 1708189.0194722258, 918725.7765768112 1708193.9534617264, 918679.100887299 1708206.3368079236, 918636.2354581553 1708220.6252843048, 918607.6585053928 1708231.1035003178, 918605.0699989315 1708234.6626967022, 918754.60438102 1708624.6483651886, 918769.1151077497 1708668.1805453775, 918808.2581298194 1708663.4489712813, 918869.6086558749 1708651.3303488507, 918894.6033146381 1708642.9987959296, 918980.1910855549 1708601.3410313241, 918988.6899822204 1708598.072224914, 918990.7822743673 1708593.8876406203, 919142.2157274327 1708526.7103945236, 919245.9616027992 1708479.8574185516))"
24,LOS NOGALES,918012.272,1707608.371,25,0,66,0,1,0,0,0,1,"POLYGON ((918423.3337377076 1707537.1190916148, 918419.0663018903 1707529.875125521, 918401.8452446293 1707514.2196189202, 918382.2758613783 1707493.0846850092, 918361.9237027972 1707478.2119537385, 918341.5715442161 1707454.728693837, 918301.650002384 1707426.5487819556, 918267.9906631921 1707408.5449493646, 918249.2040552711 1707391.3238921037, 918208.499738109 1707354.5334515916, 918185.7992535377 1707338.8779449908, 918145.8777117055 1707327.9190903702, 918129.4394297746 1707325.7664582126, 918096.1714782479 1707331.637273188, 918093.2918434704 1707332.5532354484, 918051.2597436866 1707345.9229229612, 918015.2520785047 1707357.6645529117, 917983.1582899729 1707366.275081542, 917933.8434441803 1707381.930588143, 917888.4424750379 1707401.4999713942, 917843.0415058954 1707421.852129975, 917803.1199640633 1707449.2492665267, 917790.5955587826 1707462.5564471374, 917792.4539065479 1707465.75150119, 917797.5671515658 1707474.5426943786, 917809.7980160977 1707491.6659047233, 917818.35962127 1707502.6736828021, 917820.8057941764 1707525.9123254127, 917814.6903619105 1707558.9356596489, 917806.1287567382 1707566.274178368, 917782.8901141275 1707588.2897345254, 917763.3207308764 1707624.982328121, 917737.6359153595 1707688.582823687, 917716.8434456552 1707743.6217140807, 917708.2818404828 1707798.6606044741, 917689.935543685 1707839.0224574294, 917683.8201114191 1707856.1456677741, 917686.2662843254 1707885.499742651, 917678.9277656062 1707969.8927079209, 917689.9999306859 1707976.70634797, 917689.9898734062 1707976.454915979, 917698.3682749842 1707965.9819140066, 917807.9856956287 1707913.6169041446, 917912.7157153528 1707861.2518942826, 917993.0087304746 1707817.2652859986, 918012.5583341564 1707805.3958837632, 918014.8315460198 1707807.840658786, 918016.5918657554 1707801.972926334, 918098.7506049474 1707757.9167908253, 918170.1929868538 1707717.4327744117, 918178.5279314094 1707715.0513616814, 918179.220082425 1707716.511171096, 918181.2646955699 1707710.8317959998, 918240.3237312791 1707677.492017777, 918283.1891604229 1707645.104804646, 918353.6789772371 1707594.6188547655, 918396.5444063807 1707560.3265114506, 918414.6431431303 1707545.0854699772, 918423.3337377076 1707537.1190916148))"
